30141,P,Washington/Wells
30007,P,Quincy/Wells
30031,P,LaSalle/Van Buren
30166,P,Harold Washington Library-State/Van Buren
30132,P,Adams/Wabash
30124,P,Madison/Wabash
30039,P,Randolph/Wabash
30050,P,State/Lake
30074,P,Clark/Lake
